disk_id,ds,model,S1,S5,S9,S12,S170,S171,S172,S173,S174,S180,S183,S184,S187,S188,S194,S195,S196,S197,S198,S199,S206,fault
20957,20180513,MA2,0.0,0.0,0.4292868148800352,0.0004467990042765,0.0,0.0,0.0,0.0,0.0010970927043335,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,,0
42379,20181102,MC1,0.0,0.0,0.1025203609949372,0.0006063700772323,0.0,0.0,0.0,0.028913779630112,0.0032912781130005,5.0236842105263164e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,,0
64232,20191106,MA2,0.0,0.0,0.6960525350355858,0.0003191421459117,0.0,0.0,0.0,0.0,0.0010970927043335,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,,0
8964,20181001,MA1,0.0999999999790452,0.0,0.7003815393645902,0.0012765685836471,0.0,0.0,0.0,0.0,0.0069482537941122,0.0161464935902255,0.0,0.0,0.0,0.0,0.2592592592592592,0.062196216138649,0.0,0.0,0.0,0.0,,0
113338,20190208,MC1,0.0,0.0,0.1744075133905642,0.0006701985064147,0.0,0.0,0.0,0.062255795780151,0.0036569756811117,5.0236842105263164e-08,0.0,0.0,0.0,2.2377974541216137e-08,0.3518518518518518,0.0,0.0,0.0,0.0,0.0,,0
16122,20180712,MA1,0.0999999999790452,0.0,0.6599530413089735,0.0012765685836471,0.0,0.0,0.0,0.0,0.0069482537941122,0.0161464935902255,0.0,0.0,0.0,0.0,0.2592592592592592,0.1433140616405078,0.0,0.0,0.0,0.0,,0
49245,20180209,MA2,0.0,0.0,0.54070364663585,0.0012765685836471,0.0,0.0,0.0,0.0,0.0069482537941122,0.0,0.0,0.0,0.0,0.0,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,,0
18677,20180208,MA2,0.0,0.0,0.3840890747670408,0.0006382842918235,0.0,0.0,0.0,0.0,0.0018284878405558,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
111118,20190727,MA2,0.0,0.0,0.615819209039548,0.0007978553647794,0.0,0.0,0.0,0.0,0.0038398244651673,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,3.467611488808794e-05,,0
21830,20180823,MA1,0.0999999999790452,0.0004409657149156,0.7922811651625211,0.0014042254420118,0.0,0.0079207920792079,0.0,0.0,0.007496800146279,0.0161464935902255,0.0,0.0,0.0,0.0,0.5,0.0028162343270827,0.0004409657149156,0.0,0.0,0.0,,0
174442,20180410,MC1,0.0,0.0,0.0730794629099713,0.0003191421459117,0.0,0.0,0.0,0.0052096900234436,0.0012799414883891,5.0236842105263164e-08,0.0,0.0,0.0,1.2168023656786274e-07,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,,0
28724,20190206,MA1,0.0999999999790452,0.0,0.7187247780468119,0.0,0.0,0.0,0.0,0.0,0.0,0.0161464935902255,0.0,0.0,0.0,0.0,0.3703703703703703,0.0,0.0,0.0,0.0,0.0,,0
23183,20191113,MB2,0.0,0.0,0.5164722283366351,0.0011808259398736,0.0,0.0,0.0,0.0,0.0,5.763157894736843e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
12469,20190328,MB2,0.0,0.0,0.4169785017242644,0.0004467990042765,0.0,0.0,0.0,0.0,0.0,5.7695488721804524e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
75921,20190522,MC1,0.0,0.0001102414287289,0.2148176682074987,0.0005744558626412,0.0001102414287289,0.0,0.0,0.0599114352696014,0.0016456390565002,5.023308270676692e-08,0.0,0.0,0.0,1.4825408133555692e-07,0.5,0.0,0.0001102414287289,0.0,0.0,0.0,,0
44460,20181103,MB2,0.0,0.0,0.3744772176975567,0.0014999680857854,0.0,0.0,0.0,0.0,0.0,5.7330827067669184e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
8976,20190714,MC1,0.0,0.0001102414287289,0.1977401129943503,0.0003829705750941,0.0001102414287289,0.0009900990099009,0.0,0.0104193800468872,0.0016456390565002,5.023308270676692e-08,0.0,0.0,0.0,1.496527047443829e-07,0.4074074074074074,0.0,0.0001102414287289,0.0,0.0,0.0,,0
11055,20180109,MA1,0.0999999999790452,0.0,0.6555690072639225,0.0011489117252824,0.0,0.0,0.0,0.0,0.0060340098738343,0.0161464935902255,0.0,0.0,0.0,6.993117044130043e-09,0.3148148148148147,0.0049194420974909,0.0,0.0,0.0,0.0,,0
11042,20180811,MA1,0.0999999999790452,0.0005512071436445,0.6895590285420794,0.0011489117252824,0.0,0.5069306930693069,0.0,0.0,0.0062168586578899,0.0161464935902255,0.0,0.0,0.0,0.0,0.3333333333333333,0.059482446004658,0.0005512071436445,0.0,0.0,0.0,,0
93236,20180807,MC1,0.0,0.0,0.1090688972044904,0.0008297695793706,0.0,0.0,0.0,0.0013024225058609,0.004388370817334,5.0236842105263164e-08,0.0,0.0,0.0,1.3986234088260084e-09,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,,0
9756,20180413,MB2,0.0,0.0,0.2804864626898525,0.0006063700772323,0.0,0.0,0.0,0.0,0.0,5.749248120300753e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
82715,20190819,MA2,0.0,0.0,0.6391151221659697,0.0007021127210059,0.0,0.0,0.0,0.0,0.0034741268970561,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,1.0878781141360922e-05,,0
159857,20191002,MC1,0.0,0.0009921728585602,0.2738462102868882,0.0007340269355971,0.0009921728585602,0.0089108910891089,0.0,0.1263349830685074,0.002194185408667,5.0203007518797e-08,0.0,0.0,0.0,1.5244995156203497e-07,0.4444444444444444,0.0,0.0009921728585602,0.0,0.0,0.0,,0
45250,20180612,MC1,0.0,0.0,0.0922848338102575,0.0006063700772323,0.0,0.0,0.0,0.0059911435269601,0.0032912781130005,5.0236842105263164e-08,0.0,0.0,0.0,4.195870226478026e-09,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
35182,20181018,MB2,0.0,0.0,0.2674811064641573,0.0010531690815089,0.0,0.0,0.0,0.0,0.0,5.749624060150376e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
1872,20190424,MA1,0.0999999999790452,0.0,0.7566585956416465,0.0,0.0,0.0,0.0,0.0,0.0,0.0161464935902255,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0
33395,20190923,MA2,0.0,0.0,0.8292427911071979,0.0004467990042765,0.0,0.0,0.0,0.0,0.0016456390565002,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
186308,20190317,MC1,0.0,0.0,0.2601988407073153,0.0004787132188676,0.0,0.0,0.0,0.0156290700703308,0.0010970927043335,5.0236842105263164e-08,0.0,0.0,0.0,1.818210431473811e-08,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,,0
104892,20180802,MA2,0.0,0.0,0.2334727419473182,0.0004148847896853,0.0,0.0,0.0,0.0,0.0018284878405558,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
35865,20181019,MA2,0.0,0.0002204828574578,0.6814513170445374,0.0004787132188676,0.0,0.0009900990099009,0.0,0.0,0.0014627902724446,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
12277,20190709,MC1,0.0,0.0,0.3135042923178516,0.0005106274334588,0.0,0.0,0.0,0.033342016150039,0.0016456390565002,5.0236842105263164e-08,0.0,0.0,0.0,6.153942998834438e-08,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,,0
14846,20181026,MA1,0.0999999999790452,0.0006614485723734,0.7971971531293566,0.0010531690815089,0.0,0.0059405940594059,0.0,0.0,0.0054854635216675,0.0161464935902255,0.0,0.0,0.0,2.797246817652017e-09,0.3148148148148147,0.4208055336634247,0.0006614485723734,0.0,0.0,0.0,,0
38913,20191218,MC1,0.0,0.0,0.3357179543620222,0.0010850832961,0.0,0.0,0.0,0.10992445949466,0.0034741268970561,5.0236842105263164e-08,0.0,0.0,0.0,2.5175221358868156e-08,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,,0
1625,20191012,MB1,0.0,0.0,0.2229987526597696,0.0008297695793706,0.0,0.0,0.0,0.0,0.0,2.415789473684211e-08,0.0,0.0,0.0,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,,0
2145,20181108,MB2,0.0,0.0,0.353987820089515,0.0016914533733324,0.0,0.0,0.0,0.0,0.0,5.747368421052633e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
190545,20190925,MC1,0.0,0.0001102414287289,0.2482207058478245,0.0006382842918235,0.0001102414287289,0.0009900990099009,0.0,0.1060171919770773,0.0034741268970561,5.023308270676692e-08,0.0,0.0,0.0,1.3986234088260084e-09,0.4444444444444444,0.0,0.0001102414287289,0.0,0.0,0.0,,0
188651,20180331,MC1,0.0,0.0,0.0571025020177562,0.0005106274334588,0.0,0.0,0.0,0.0002604845011721,0.002194185408667,5.0236842105263164e-08,0.0,0.0,0.0,1.818210431473811e-07,0.3888888888888888,0.0,0.0,0.0,0.0,0.0,,0
77226,20190520,MC1,0.0,0.0001102414287289,0.2368112113874825,0.0005744558626412,0.0001102414287289,0.0,0.0,0.1112268820005209,0.0029255805448893,5.023308270676692e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.4814814814814814,0.0,0.0001102414287289,0.0,0.0,0.0,,0
34347,20180717,MB2,0.0,0.0,0.2985362095531587,0.0003191421459117,0.0,0.0,0.0,0.0,0.0,5.753759398496242e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
102717,20180812,MC1,0.0,0.0,0.1246056203683322,0.0004467990042765,0.0,0.0,0.0,0.0263089346183902,0.002194185408667,5.0236842105263164e-08,0.0,0.0,0.0,1.300719770208188e-07,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,,0
15180,20190821,MA1,0.0999999999790452,0.0,0.8207498715973293,0.0009255122231441,0.0,0.0,0.0,0.0,0.0049369171695008,0.0161464935902255,0.0,0.0,0.0,0.0,0.2592592592592592,0.0336852402077509,0.0,0.0,0.0,0.0,,0
118195,20180703,MA2,0.0,0.0,0.4515188201628879,0.0005106274334588,0.0,0.0,0.0,0.0,0.0014627902724446,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
30245,20180321,MB2,0.0,0.0,0.2594100814439797,0.0010531690815089,0.0,0.0,0.0,0.0,0.0,5.756766917293234e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
43249,20191015,MC1,0.0,0.0,0.3265646782595935,0.0010850832961,0.0,0.0,0.0,0.076582443344621,0.0051197659535564,5.0236842105263164e-08,0.0,0.0,0.0,8.391740452956051e-09,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,,0
77268,20190419,MC1,0.0,0.0160952485944217,0.2914373761831389,0.0006701985064147,0.0160952485944217,0.0,0.0,0.0010419380046887,0.0020113366246114,4.9687969924812034e-08,0.0,0.0,0.0,1.818210431473811e-08,0.3888888888888888,0.0,0.0160952485944217,0.0,0.0,0.0,,0
78542,20180428,MC1,0.0,0.0,0.0448308753393499,0.0007978553647794,0.0,0.0,0.0,0.0070330815316488,0.0040226732492228,5.0236842105263164e-08,0.0,0.0,0.0,1.3986234088260084e-09,0.5,0.0,0.0,0.0,0.0,0.0,,0
72576,20190312,MC1,0.0,0.0,0.2648580233325996,0.0006063700772323,0.0,0.0,0.0,0.0309976556394894,0.0032912781130005,5.0236842105263164e-08,0.0,0.0,0.0,0.0,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,,0
39033,20180216,MA1,0.0999999999790452,0.0,0.5964487489911219,0.0012765685836471,0.0,0.0,0.0,0.0,0.0069482537941122,0.0161464935902255,0.0,0.0,0.0,0.0,0.3148148148148147,0.1124035921137205,0.0,0.0,0.0,0.0,,0
2459,20190713,MC1,0.0,0.0,0.0919546555139775,0.0007659411501882,0.0,0.0,0.0,0.0005209690023443,0.0025598829767782,5.0236842105263164e-08,0.0,0.0,0.0,2.797246817652017e-08,0.4259259259259259,0.0,0.0,0.0,0.0,0.0,,0
13158,20190316,MA1,0.0999999999790452,0.0,0.7575207278597109,0.0011808259398736,0.0,0.0,0.0,0.0,0.0063997074419455,0.0161464935902255,0.0,0.0,0.0,0.0,0.2592592592592592,0.1205013804530335,0.0,0.0,0.0,0.0,,0
5213,20190120,MA1,0.0999999999790452,0.0,0.8586836891921638,0.0011489117252824,0.0,0.0,0.0,0.0,0.0060340098738343,0.0161464935902255,0.0,0.0,0.0,2.797246817652017e-09,0.2962962962962963,0.0070739026341402,0.0,0.0,0.0,0.0,,0
126487,20181020,MC1,0.0,0.0,0.1635850025680534,0.0005744558626412,0.0,0.0,0.0,0.0263089346183902,0.0027427317608337,5.0236842105263164e-08,0.0,0.0,0.0,2.9650816267111384e-07,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,,0
57595,20180306,MC1,0.0,0.0,0.1519187027661604,0.0007659411501882,0.0,0.0,0.0,0.1052357384735608,0.0036569756811117,4.891353383458648e-08,0.0,0.0,0.0,2.5175221358868156e-08,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,,0
19430,20190821,MB2,0.0,0.0,0.4636620441705187,0.0022978234505648,0.0,0.0,0.0,0.0,0.0,5.757142857142858e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.799238213350576e-05,,0
40426,20180804,MA1,0.0999999999790452,0.0,0.6701518820162888,0.0016914533733324,0.0,0.0,0.0,0.0,0.0093252879868348,0.0161464935902255,0.0,0.0,0.0,0.0,0.2962962962962963,0.7005390102223187,0.0,0.0,0.0,0.0,,0
32888,20181122,MA2,0.0,0.0,0.5043106610903221,0.0007659411501882,0.0,0.0,0.0,0.0,0.0038398244651673,0.0,0.0,0.0,0.0,0.0,0.5740740740740741,0.0,0.0,0.0,0.0,2.00577527293842e-05,,0
22828,20180702,MA1,0.0999999999790452,0.0,0.6629429892141757,0.0018829386608795,0.0,0.0,0.0,0.0,0.0104223806911684,0.0161464935902255,0.0,0.0,0.0,0.0,0.3518518518518518,0.1361454592536007,0.0,0.0,0.0,0.0,,0
1919,20190324,MB2,0.0,0.0,0.2494313596008511,0.0007021127210059,0.0,0.0,0.0,0.0,0.0,5.7661654135338355e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.799238213350576e-07,,0
36961,20190130,MC1,0.0,0.0,0.0829297820823244,0.0005106274334588,0.0,0.0,0.0,0.0007814535035165,0.0014627902724446,5.0236842105263164e-08,0.0,0.0,0.0,3.076971499417219e-08,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,,0
28931,20180915,MA1,0.0436632144740704,0.0,0.6957773864553526,0.0021063381630178,0.0,0.0,0.0,0.0,0.0117023221795575,0.0070584863082706,0.0,0.0,0.0,0.0,0.2777777777777778,0.0122792553204613,0.0,0.0,0.0,0.0,,0
9885,20190708,MA2,0.0,0.0,0.6130310367598504,0.0006701985064147,0.0,0.0,0.0,0.0,0.0034741268970561,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,,0
59755,20191007,MC1,9.313225746371626e-11,0.0002204828574578,0.3277386455352557,0.0007659411501882,0.0002204828574578,0.0,0.0,0.1036728314665277,0.0040226732492228,5.0229323308270686e-08,0.0,0.0,0.0,1.3986234088260084e-09,0.3703703703703703,0.0,0.0002204828574578,0.0,0.0,0.0,,0
39898,20190506,MA1,0.0999999999790452,0.0002204828574578,0.9007997652065448,0.0012446543690559,0.0,0.0009900990099009,0.0,0.0,0.006582556226001,0.0161464935902255,0.0,0.0,0.0,0.0,0.3148148148148147,0.3082655474580134,0.0002204828574578,0.0,0.0,0.0,,0
5619,20181106,MA1,0.0999999999790452,0.0002204828574578,0.8159622863012693,0.0012765685836471,0.0,0.0039603960396039,0.0,0.0,0.0067654050100566,0.0161464935902255,0.0,0.0,0.0,2.797246817652017e-09,0.3703703703703703,0.1782241582869443,0.0002204828574578,0.0,0.0,0.0,,0
117751,20190604,MA2,0.0,0.0,0.593146966028322,0.0005106274334588,0.0,0.0,0.0,0.0,0.0020113366246114,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,,0
